conversationID,sourceID,targetID,productID,message,createdAt,msgStatus,priceFixed
246,86,100,64,"enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem","2021-01-05 08:21:12",0,67.56
247,99,90,83,"mauris laoreet ut rhoncus aliquet","2021-06-20 07:38:18",1,65.34
248,71,90,42,"sapien placerat ante","2021-07-25 03:17:25",0,17.74
249,79,25,34,sit,"2021-01-23 19:56:56",1,2.46
250,32,98,65,"duis faucibus accumsan odio curabitur convallis duis consequat dui nec","2021-07-06 03:44:25",1,54.26
251,87,35,56,"morbi non quam","2020-12-25 18:49:23",0,86.63
252,36,1,52,id,"2020-12-04 13:06:46",1,38.78
253,31,3,77,"non mi integer ac neque duis bibendum morbi non quam","2021-05-30 19:56:30",1,38.22
254,87,70,91,"non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices","2021-03-20 12:51:24",1,36.19
255,35,25,33,"eu interdum eu tincidunt","2020-12-08 11:27:20",0,4.64
256,93,75,80,"congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec","2021-01-25 03:14:35",0,53.1
257,77,53,51,"in felis eu sapien cursus vestibulum","2021-08-02 03:32:19",1,9.18
258,47,11,65,"morbi sem mauris laoreet","2020-09-10 16:05:01",0,28.26
259,91,95,9,"erat fermentum justo nec","2021-07-19 20:07:00",0,50.09
260,42,42,64,"ipsum praesent blandit lacinia erat vestibulum","2021-06-20 14:46:46",1,74.98
261,7,66,76,"scelerisque mauris","2021-04-12 19:32:54",1,80.7
262,10,6,84,"primis in faucibus orci luctus","2021-06-09 12:43:31",1,37.79
263,8,75,74,"justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus","2020-09-13 12:20:08",0,47.47
264,27,8,47,"vulputate vitae nisl","2021-05-23 18:17:11",0,36.85
265,11,40,2,erat,"2020-11-11 08:52:52",0,84.09
266,6,45,74,"orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi","2020-09-27 01:05:26",1,38.04
267,46,16,95,"neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus","2021-03-08 09:56:56",0,67.66
268,2,98,35,"penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum","2021-04-28 04:18:54",0,78.94
269,55,18,45,"mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis","2020-11-25 18:44:15",1,49.78
270,99,83,95,"dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper","2020-09-15 22:49:00",0,20.41
271,29,17,58,"massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in","2021-02-01 00:56:37",1,2.77
272,88,73,11,"quam nec dui luctus rutrum nulla tellus in sagittis","2021-03-02 03:19:02",1,91.72
273,31,40,57,"diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac","2021-02-15 09:37:43",1,88.53
274,68,9,16,"ultrices posuere cubilia curae nulla dapibus dolor vel est donec","2021-03-19 19:30:56",1,16.85
275,52,53,55,"nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa","2020-09-12 11:31:38",1,53.43
276,37,32,27,"praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia","2021-08-02 00:05:16",1,90.17
277,40,2,16,"diam in magna bibendum imperdiet nullam orci pede venenatis non","2020-12-26 08:34:22",1,73.29
278,3,7,25,"a suscipit nulla elit ac nulla sed","2021-06-28 00:54:28",0,53.3
279,3,55,23,"leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut","2021-08-10 17:10:29",0,75.58
280,13,64,83,"imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit","2020-12-11 00:38:37",0,60.08
281,27,60,60,"vulputate nonummy maecenas tincidunt","2021-08-26 12:57:20",1,56.52
282,16,100,75,"praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id","2021-03-26 02:01:18",1,80.48
283,13,20,22,"blandit nam nulla integer pede justo lacinia eget tincidunt","2021-01-22 00:43:58",1,11.29
284,66,100,93,"ac consequat metus","2020-09-14 12:19:40",1,85.53
285,27,51,34,ac,"2021-02-13 08:07:31",0,87.15
286,19,55,5,"dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet","2020-12-03 15:46:33",0,92.83
287,5,58,87,"suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id","2021-01-18 05:57:06",0,19.21
288,2,46,33,"tempus sit amet sem fusce consequat nulla nisl nunc","2021-05-11 19:08:37",0,56.17
289,85,45,56,"sit amet sem fusce consequat nulla nisl nunc","2021-03-28 01:47:04",0,99.16
290,79,16,6,"quis augue luctus tincidunt nulla mollis molestie lorem quisque ut","2021-08-04 22:10:45",0,16.46
291,56,65,24,"duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate","2021-06-01 11:13:27",1,92.63
292,31,77,75,"magnis dis parturient montes nascetur ridiculus mus etiam","2021-04-24 12:26:18",1,66.4
293,72,14,46,in,"2020-10-25 06:33:51",1,65
294,73,70,22,"a pede posuere nonummy integer non velit donec diam","2021-08-04 15:02:35",0,51.26
295,81,99,4,"curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem","2021-03-20 19:56:31",1,13.02
296,36,39,42,"velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam","2021-02-15 08:27:21",1,54.5
297,4,99,97,"justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat","2021-04-27 23:46:35",1,65.58
298,4,7,21,"aenean lectus","2020-11-12 09:12:31",0,94.34
299,87,83,62,"commodo vulputate justo in blandit","2021-01-10 01:27:30",1,29.78
300,33,30,7,"aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis","2021-08-07 11:43:58",0,8.77
301,74,98,59,"quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in","2021-05-29 01:08:12",0,97.26
302,83,12,42,"quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed","2020-11-22 09:32:33",1,97.08
303,17,86,40,"neque aenean auctor gravida","2021-02-12 15:40:27",0,29.58
304,7,5,98,"semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci","2021-02-04 07:19:14",0,19.61
305,81,21,25,"curae donec pharetra magna vestibulum aliquet ultrices erat","2021-06-07 15:53:42",1,23.03
306,91,23,63,"amet sem fusce consequat nulla nisl nunc nisl","2021-06-09 20:34:45",1,37.35
307,75,46,45,"cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum","2021-01-19 13:47:22",1,89
308,59,46,48,"nunc nisl duis bibendum felis","2021-07-24 05:09:42",0,61.5
309,39,72,25,"magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere","2021-02-14 23:59:11",1,93.3
310,22,54,65,"amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem","2020-10-09 10:02:54",0,6.2
311,95,72,48,"vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis","2021-01-08 05:17:19",0,66.44
312,60,22,82,"a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla","2020-09-25 12:18:45",1,52.48
313,72,18,44,"in tempor turpis nec euismod scelerisque quam turpis adipiscing","2021-04-04 22:05:32",1,71.57
314,15,93,39,"aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum","2021-04-18 06:12:55",1,16.14
315,100,53,78,"eget eros elementum pellentesque quisque","2020-12-13 15:01:17",0,26.35
316,83,80,62,"sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis","2020-09-18 07:11:13",0,79.67
317,32,85,11,"consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id","2021-09-05 18:07:40",1,18.02
318,97,1,18,"consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit","2021-03-29 18:52:33",0,66.24
319,33,56,6,"elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis","2020-10-29 16:04:05",0,80.69
320,28,48,98,"purus sit amet","2021-01-13 14:14:09",0,91.98
321,48,44,25,"felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus","2020-10-11 12:17:31",1,20.58
322,53,23,13,"leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue","2021-08-06 12:29:48",1,67.92
323,75,90,61,"convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam","2021-01-03 19:48:16",0,34.93
324,27,87,94,"a pede posuere","2020-10-25 19:44:07",0,15.51
325,43,81,81,"vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec","2021-08-19 14:02:43",0,29.54
326,3,52,3,"ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla","2021-02-08 19:08:36",1,77.76
327,26,30,22,"sagittis dui vel nisl duis ac nibh","2021-06-27 00:00:10",0,75.62
328,15,97,37,"ac enim in tempor turpis nec euismod scelerisque quam turpis","2021-07-27 02:46:48",0,26.82
329,84,11,5,magna,"2020-11-23 09:59:25",1,90.48
330,40,91,25,"ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus","2021-07-25 07:40:02",0,36.61
331,67,14,40,"eros viverra eget congue eget","2021-07-23 05:52:11",1,77.06
332,99,70,40,"curabitur at ipsum ac tellus semper interdum","2021-08-28 21:46:45",1,70.11
333,13,57,10,"quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis","2021-03-25 03:23:35",1,10.68
334,85,60,64,"venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo","2020-11-11 22:52:01",0,39.41
335,60,29,69,"vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi","2020-12-03 15:34:55",0,27.34
336,47,81,7,"nulla pede","2020-11-16 17:45:47",1,27.2
337,5,23,98,"sodales sed tincidunt","2020-12-09 11:02:49",1,41.92
338,28,44,82,"risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit","2021-03-29 02:46:12",1,95.95
339,11,22,42,"neque aenean","2020-10-04 07:52:21",1,6.88
340,67,85,53,"porttitor pede justo eu massa donec dapibus duis at velit eu est","2020-09-21 15:06:59",1,49.67
341,7,38,61,"volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus","2021-03-27 10:29:10",1,74.81
342,37,56,29,"vestibulum proin eu mi nulla ac enim","2021-01-25 06:04:13",0,7.73
343,70,3,75,"quis odio consequat varius","2020-09-24 02:51:43",1,27.1
344,60,81,20,"purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus","2021-05-30 19:57:30",0,69.44
345,50,33,53,"mauris laoreet ut rhoncus","2020-12-19 08:59:39",0,70.55
346,21,76,99,"ipsum dolor sit amet consectetuer adipiscing elit proin","2020-09-20 11:13:34",1,47.56
347,73,81,74,"aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien","2021-08-19 21:00:06",0,23.33
348,13,11,40,"suspendisse accumsan tortor quis turpis sed ante vivamus tortor","2021-03-06 22:04:14",0,63.57
349,37,36,71,"luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse","2021-07-16 04:48:08",1,41.79
350,41,12,28,"enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non","2021-05-13 10:53:23",0,67.73
351,28,57,91,"vestibulum rutrum rutrum neque aenean auctor","2021-02-20 05:25:21",1,46.18
352,17,79,50,"mi nulla ac enim in","2021-02-07 07:38:55",0,16.35
353,96,97,25,"magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien","2020-12-21 03:48:50",0,30.63
354,35,49,96,"hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem","2020-11-01 14:54:21",1,56.45
355,20,51,7,"sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor","2020-11-01 22:28:35",1,88.03
356,49,83,57,"id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel","2021-04-05 01:19:39",0,46.64
357,43,17,92,"venenatis non","2020-12-27 01:27:00",1,39.03
358,16,71,66,sapien,"2021-07-12 23:25:21",1,21.81
359,27,30,38,"orci luctus et ultrices","2020-11-24 12:34:16",1,84.94
360,28,46,98,"turpis a pede posuere","2021-01-20 22:20:56",1,84.51
361,83,59,9,"proin risus","2021-06-16 13:44:32",0,84.97
362,100,59,68,"sapien iaculis congue vivamus metus arcu adipiscing","2020-11-17 14:03:31",1,77.64
363,100,81,64,"nibh fusce lacus","2021-09-04 07:47:36",1,84.31
364,65,12,80,"dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat","2021-03-21 04:48:34",1,70.11
365,75,40,5,"orci luctus et ultrices posuere cubilia curae","2021-03-29 23:14:41",0,56.58
366,22,36,75,"nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi","2020-10-24 13:53:57",0,41.05
367,31,12,15,"mauris non ligula pellentesque","2021-08-21 03:53:42",1,89.77
368,99,99,32,"nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum","2021-02-15 08:19:21",1,74.21
369,36,76,2,"in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec","2021-06-06 15:15:37",0,25.02
370,5,65,68,"congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget","2021-02-02 22:54:29",0,38.04
371,15,49,5,"orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor","2020-09-26 00:45:41",1,93.93
372,67,20,97,"et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non","2021-04-24 10:52:45",0,98.62
373,15,35,98,"est risus auctor sed tristique in tempus sit amet","2021-09-04 13:59:38",0,19.47
374,30,26,6,"donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet","2021-07-01 14:43:00",1,49.09
375,73,14,83,"feugiat non pretium quis lectus suspendisse potenti","2020-09-28 08:36:27",1,49.84
376,22,68,68,"proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at","2020-10-30 00:34:26",1,78.22
377,59,90,27,"mattis nibh ligula nec sem duis aliquam convallis nunc proin","2021-01-14 04:22:51",1,78.44
378,39,30,55,"lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet","2021-04-18 17:24:23",1,39.81
379,10,56,62,"est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce","2021-06-10 03:26:46",0,95.04
380,7,7,86,"massa id","2020-11-01 14:09:16",0,80.07
381,34,98,8,"donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque","2020-12-23 21:44:58",0,10.3
382,17,29,6,"lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium","2021-01-21 12:48:58",0,9.76
383,34,88,89,"libero non mattis pulvinar nulla pede ullamcorper","2021-02-17 14:41:27",1,77.84
384,24,1,79,"ultrices posuere cubilia curae duis","2021-03-02 03:03:15",1,70.49
385,59,13,9,"rhoncus sed","2021-07-23 03:26:43",1,76.44
386,21,80,53,"primis in faucibus orci luctus et ultrices posuere","2020-10-28 19:26:18",1,94.47
387,6,59,56,"non interdum in ante vestibulum ante ipsum primis","2020-10-23 23:38:19",1,3.7
388,5,50,27,"porta volutpat quam pede lobortis ligula","2021-07-29 05:40:59",1,65.62
389,79,81,99,"ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac","2021-02-22 02:42:06",0,69.5
390,4,53,56,"convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis","2021-05-11 21:56:59",0,12.07
391,7,10,75,"rhoncus sed vestibulum","2021-08-28 00:43:27",1,95.5
392,97,40,69,"tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est","2021-02-18 19:14:21",1,56.54
393,25,21,53,"odio in hac habitasse platea","2020-11-10 06:42:55",1,75.01
394,42,36,69,pretium,"2021-06-26 16:29:14",0,66.24
395,68,25,50,"platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum","2021-03-20 03:08:44",0,67.26
396,30,92,89,"quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis","2020-09-13 21:52:34",1,89.45
397,13,13,32,"eros elementum pellentesque quisque porta volutpat erat quisque erat","2021-04-07 02:16:11",0,32.24
398,77,15,95,"donec posuere metus vitae ipsum aliquam","2020-09-13 20:31:45",1,33.4
399,33,9,32,"interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor","2020-09-17 06:28:17",0,93.19
400,14,6,74,"augue vestibulum ante ipsum primis in faucibus orci luctus","2020-09-20 15:39:51",0,15.36
401,76,65,47,"porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac","2021-01-25 13:28:59",1,85.57
402,22,16,68,"cursus urna ut tellus nulla ut erat id mauris","2021-08-13 09:24:07",1,29.56
403,22,45,8,"magna bibendum imperdiet nullam orci pede venenatis non","2021-08-15 08:33:02",1,7.19
404,40,31,69,"at nulla suspendisse potenti cras in purus","2021-08-10 11:11:16",0,92.86
405,28,40,62,"quis orci nullam molestie","2020-10-05 11:33:17",0,70.81
406,28,68,13,"semper rutrum nulla nunc purus phasellus","2020-11-09 07:52:15",0,67.67
407,92,19,50,"in felis donec semper sapien a libero nam dui proin leo odio","2020-11-17 20:48:27",0,20.58
408,13,2,38,"sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed","2021-06-16 01:11:43",0,92.34
409,70,63,67,"quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique","2020-10-20 02:58:26",0,2
410,77,81,96,"pellentesque ultrices phasellus","2021-04-04 06:30:26",0,65.88
411,40,36,40,"amet erat nulla","2020-09-18 07:45:18",1,1.87
412,20,20,89,"quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu pede","2021-09-04 21:06:57",1,77.22
413,7,34,42,"quam pharetra magna ac consequat","2021-06-13 05:41:47",0,78.33
414,23,71,43,"lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus","2020-10-19 22:16:34",0,27.23
415,78,30,69,"convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit","2021-07-17 21:42:29",1,55
416,66,7,97,"odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat","2020-11-27 22:50:37",0,76.33
417,18,4,2,"dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque","2021-01-03 10:53:18",0,62.07
418,4,77,14,"lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl","2020-12-20 15:48:49",0,85.7
419,18,38,87,id,"2020-12-19 01:14:32",1,61.96
420,95,21,54,"integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis","2021-08-08 01:20:22",1,65.57
421,85,99,23,"sit amet diam in magna bibendum imperdiet nullam orci","2021-01-18 01:38:13",1,83.9
422,60,31,68,"potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet","2021-01-29 04:31:48",0,9.08
423,92,78,3,"tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend","2021-04-28 20:46:50",0,80.55
424,4,85,52,"condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse","2020-11-27 18:26:30",0,96.13
425,61,74,98,"eros vestibulum","2020-09-13 17:57:39",1,30.42
426,92,6,94,"vel nulla eget eros elementum pellentesque quisque porta","2021-06-04 21:22:16",1,80.27
427,76,68,20,"adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu","2021-02-24 08:43:48",0,59.37
428,77,84,49,"lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam","2021-06-03 08:03:21",0,17.43
429,74,46,92,"et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus","2021-02-06 17:02:46",1,51.65
430,80,67,78,"nascetur ridiculus mus","2020-12-24 23:34:20",1,98.01
431,81,82,1,"vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est","2021-07-01 06:18:19",0,4.4
432,6,24,8,"tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat","2021-01-02 06:21:28",0,40.77
433,18,56,77,"consectetuer eget rutrum at lorem","2021-04-24 09:06:33",0,60.85
434,44,84,67,"integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue","2020-11-23 21:29:48",1,83.04
435,73,99,56,"leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat","2021-04-15 07:18:00",1,35.44
436,15,68,48,"cursus urna ut tellus nulla ut erat id","2021-04-28 22:53:15",1,30.39
437,26,98,10,"quis orci eget","2021-06-02 18:50:41",1,10.77
438,44,85,69,"nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam","2021-03-08 06:15:51",1,53.01
439,6,84,53,"ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat","2021-07-15 01:13:29",0,90.53
440,82,52,95,"lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed","2021-07-23 03:14:41",1,25.83
441,81,76,53,"aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor","2020-10-12 06:17:43",0,12.89
442,58,37,59,"aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet","2020-12-27 21:10:17",0,40.18
443,32,15,11,"quis libero nullam sit amet","2021-03-09 08:14:22",1,39.58
444,91,36,67,"erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus","2021-02-21 22:34:23",1,35.06
445,53,90,19,"lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum","2020-12-23 20:44:45",1,96.86
446,38,46,80,"in faucibus","2021-06-15 23:44:48",1,57.66
447,96,20,62,curae,"2021-08-20 01:34:02",1,70.28
448,29,19,88,"blandit ultrices enim lorem ipsum dolor","2021-04-11 13:10:45",0,12.87
449,73,6,20,"augue aliquam erat volutpat in congue","2021-07-04 07:02:24",1,80.05
450,83,17,55,"suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis","2020-10-08 10:48:48",0,80.22
451,5,48,99,"curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend","2021-01-06 06:29:39",1,46.94
452,82,32,96,"pellentesque eget nunc donec quis orci eget orci vehicula","2021-07-15 04:55:47",0,82.43
453,96,38,33,"at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget","2021-01-06 23:21:34",1,70.12
454,69,87,32,"cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis","2020-11-21 10:09:05",1,20.83
455,27,95,45,"a pede posuere nonummy integer","2021-05-28 09:19:14",1,27.85
456,37,12,66,"tortor id nulla ultrices aliquet maecenas leo","2021-03-16 01:17:43",1,23.15
457,71,82,53,"in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus","2020-10-29 15:16:11",0,57.63
458,2,65,65,"a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi","2020-12-02 04:58:43",0,6.09
459,50,44,4,"et magnis dis parturient montes nascetur ridiculus","2021-08-15 10:15:40",0,8.61
460,65,51,88,"eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar","2021-07-19 07:54:34",1,58.32
461,9,95,64,"pede libero quis orci nullam molestie nibh in lectus","2021-08-07 01:50:30",0,45.28
462,82,69,23,"et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum","2020-11-07 14:17:38",0,46.62
463,79,26,78,"rhoncus sed vestibulum sit","2021-07-17 00:19:43",1,83.87
464,20,1,67,"luctus et ultrices posuere cubilia curae","2021-05-10 14:32:54",0,74.33
465,75,48,3,"integer ac leo pellentesque ultrices mattis odio donec vitae","2021-03-02 03:04:25",0,63.13
466,2,6,29,"quam pede lobortis ligula sit amet eleifend pede","2020-12-31 21:35:42",1,18.96
467,36,72,13,"vivamus metus","2020-11-15 10:01:58",1,19.19
468,35,59,65,"suspendisse potenti in eleifend","2020-12-07 16:06:51",0,37.45
469,93,8,52,"dui vel sem sed sagittis nam congue","2021-01-21 00:12:56",0,25.79
470,3,31,89,"etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat","2021-02-23 07:40:54",0,90.91
471,29,23,90,"posuere cubilia curae mauris viverra diam vitae quam suspendisse","2021-04-25 01:50:13",1,14.99
472,99,60,4,"ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices","2020-11-18 21:44:29",1,38.07
473,60,10,81,"eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi","2021-03-11 02:57:23",0,88.66
474,23,75,14,"quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus","2020-11-14 11:01:16",1,63.58
475,81,18,14,"neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit","2021-05-10 01:09:53",0,62.33
476,12,92,19,"massa id nisl venenatis lacinia aenean sit amet justo morbi ut","2020-11-17 12:02:18",0,78.8
477,72,94,33,"pede ac diam cras pellentesque volutpat dui maecenas tristique est","2020-10-14 12:48:26",1,92.17
478,84,12,22,"vestibulum ante ipsum primis","2020-12-16 13:37:27",0,32.93
479,32,36,18,"id justo sit amet sapien dignissim vestibulum vestibulum ante","2021-05-20 12:32:56",0,55.54
480,28,66,36,"non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim","2021-04-14 00:32:35",1,51.07
481,100,76,81,"consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante","2021-08-25 16:07:43",1,86.91
482,61,38,13,"quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum","2021-05-29 04:36:18",1,42.16
483,24,13,87,"ipsum primis in faucibus orci luctus et ultrices posuere","2021-05-26 10:23:40",0,29.44
484,100,49,62,"justo maecenas rhoncus aliquam lacus morbi","2021-07-24 20:46:31",0,3.44
485,74,13,79,"eu felis fusce posuere felis sed","2020-11-15 07:05:38",1,24.41
486,17,74,13,"rutrum ac lobortis vel","2021-08-20 16:01:40",1,84.26
487,95,4,56,"primis in","2020-11-02 12:06:59",1,6.41
